order_id,date,region,store_id,category,product,units,unit_price,revenue,customer_segment,channel,seasonal_factor
ORD-00808505,2023-09-17,Region 50,305,Apparel,T-Shirt,8,80.33,674.77,Retail,Wholesale,1.05
ORD-00878443,2023-09-17,Region 03,202,Apparel,Jacket,5,47.16,247.59,Retail,Wholesale,1.05
ORD-00283767,2023-09-17,Region 29,208,Grocery,Rice,1,20.04,21.04,Enterprise,Retail,1.05
ORD-00635599,2023-09-17,Region 32,262,Books,Journal,15,25.63,403.67,SMB,Online Store,1.05
ORD-00580427,2023-09-17,Region 50,460,Grocery,Coffee,12,19.33,243.56,Enterprise,Wholesale,1.05
ORD-00666147,2023-09-17,Region 32,273,Sports,Yoga Mat,2,60.64,127.34,SMB,Wholesale,1.05
ORD-00386132,2023-09-17,Region 02,378,Beauty,Moisturizer,16,40.78,685.1,Wholesale,Wholesale,1.05
ORD-00088884,2023-09-18,Region 02,520,Grocery,Rice,10,26.3,276.15,Wholesale,Wholesale,1.05
ORD-00836214,2023-09-18,Region 20,289,Beauty,Serum,4,45.35,190.47,Wholesale,Retail,1.05
ORD-00607491,2023-09-18,Region 36,275,Home,Curtains,1,188.95,198.4,Enterprise,Retail,1.05
ORD-00522840,2023-09-19,Region 31,400,Beauty,Moisturizer,20,46.59,978.39,Wholesale,Retail,1.05
ORD-00683616,2023-09-19,Region 51,239,Beauty,Lipstick,20,25.43,534.03,Wholesale,Retail,1.05
ORD-00006990,2023-09-19,Region 50,156,Home,Sofa,4,105.24,442.01,Retail,Retail,1.05
ORD-00466439,2023-09-19,Region 29,426,Books,Textbook,13,23.08,315.04,SMB,Wholesale,1.05
ORD-00100002,2023-09-19,Region 44,95,Toys,Puzzle,10,28.45,298.73,Wholesale,Retail,1.05
ORD-00602001,2023-09-21,Region 08,220,Apparel,Jacket,15,72.83,1147.07,SMB,Online Store,1.05
ORD-00176956,2023-09-21,Region 27,246,Toys,Action Figure,6,31.48,198.32,Wholesale,Online Store,1.05
ORD-00476863,2023-09-22,Region 34,93,Home,Curtains,11,105.29,1216.1,Retail,Wholesale,1.05
ORD-00523438,2023-09-22,Region 04,561,Grocery,Cooking Oil,3,19.33,60.89,Enterprise,Retail,1.05
ORD-00207206,2023-09-22,Region 37,486,Home,Curtains,5,206.6,1084.65,Retail,Wholesale,1.05
ORD-00343816,2023-09-22,Region 12,298,Toys,Board Game,3,33.52,105.59,Wholesale,Online Store,1.05
ORD-00332270,2023-09-22,Region 31,366,Sports,Yoga Mat,18,62.34,1178.23,SMB,Retail,1.05
ORD-00008184,2023-09-22,Region 19,25,Books,Textbook,13,25.7,350.8,Retail,Online Store,1.05
ORD-00749339,2023-09-22,Region 47,251,Grocery,Coffee,19,19.89,396.81,Wholesale,Retail,1.05
ORD-00204126,2023-09-23,Region 11,7,Home,Blender,7,128.51,944.55,SMB,Retail,1.05
ORD-00452144,2023-09-23,Region 41,43,Home,Blender,13,161.15,2199.7,Enterprise,Online Store,1.05
ORD-00154449,2023-09-23,Region 33,197,Books,Cookbook,13,31.12,424.79,Retail,Online Store,1.05
ORD-00878460,2023-09-23,Region 30,106,Books,Textbook,13,18.78,256.35,Wholesale,Online Store,1.05
ORD-00933153,2023-09-24,Region 26,2,Grocery,Milk Powder,16,21.03,353.3,Retail,Online Store,1.05
ORD-00802360,2023-09-24,Region 51,510,Books,Journal,18,18.14,342.85,SMB,Retail,1.05
ORD-00751996,2023-09-24,Region 10,533,Home,Blender,5,130.63,685.81,Retail,Retail,1.05
ORD-00199527,2023-09-24,Region 54,591,Beauty,Shampoo,18,30.0,567.0,Retail,Retail,1.05
ORD-00243192,2023-09-24,Region 37,20,Grocery,Rice,6,27.25,171.68,Enterprise,Wholesale,1.05
ORD-00493850,2023-09-24,Region 47,243,Apparel,Jacket,4,62.82,263.84,Wholesale,Wholesale,1.05
ORD-00711421,2023-09-24,Region 38,309,Apparel,Sneakers,4,82.16,345.07,Retail,Wholesale,1.05
ORD-00767460,2023-09-25,Region 07,283,Electronics,Smartphone,6,416.14,2621.68,SMB,Retail,1.05
ORD-00325388,2023-09-25,Region 38,388,Grocery,Milk Powder,20,15.3,321.3,Enterprise,Wholesale,1.05
ORD-00977888,2023-09-25,Region 53,355,Electronics,Laptop,4,511.07,2146.49,Wholesale,Online Store,1.05
ORD-00686750,2023-09-25,Region 11,68,Home,Blender,16,121.55,2042.04,SMB,Wholesale,1.05
ORD-00592287,2023-09-26,Region 19,139,Toys,Building Blocks,15,30.46,479.75,Retail,Online Store,1.05
ORD-00871823,2023-09-26,Region 35,197,Beauty,Shampoo,13,31.9,435.44,SMB,Retail,1.05
ORD-00640933,2023-09-26,Region 20,480,Grocery,Cooking Oil,8,22.83,191.77,SMB,Online Store,1.05
ORD-00802406,2023-09-26,Region 06,569,Books,Journal,8,21.28,178.75,Wholesale,Wholesale,1.05
ORD-00421033,2023-09-26,Region 12,382,Electronics,Smartphone,14,519.04,7629.89,Retail,Wholesale,1.05
ORD-00257439,2023-09-27,Region 35,474,Electronics,Tablet,19,610.39,12177.28,Wholesale,Wholesale,1.05
ORD-00924034,2023-09-27,Region 41,86,Grocery,Coffee,4,24.79,104.12,SMB,Wholesale,1.05
ORD-00544150,2023-09-27,Region 25,79,Grocery,Milk Powder,20,25.61,537.81,Retail,Wholesale,1.05
ORD-00942087,2023-09-28,Region 06,448,Grocery,Coffee,7,25.97,190.88,SMB,Online Store,1.05
ORD-00723092,2023-09-28,Region 14,14,Apparel,Jacket,19,73.05,1457.35,Enterprise,Wholesale,1.05
ORD-00766758,2023-09-28,Region 38,62,Grocery,Rice,2,24.91,52.31,Retail,Online Store,1.05
ORD-00902072,2023-09-28,Region 17,156,Books,Cookbook,1,30.17,31.68,Enterprise,Wholesale,1.05
ORD-00722619,2023-09-28,Region 29,534,Books,Textbook,2,21.73,45.63,Enterprise,Online Store,1.05
ORD-00445037,2023-09-29,Region 02,133,Toys,Board Game,1,36.29,38.1,Wholesale,Retail,1.05
ORD-00629264,2023-09-30,Region 46,544,Toys,Building Blocks,1,35.21,36.97,SMB,Retail,1.05
ORD-00982440,2023-09-30,Region 27,320,Beauty,Serum,7,30.66,225.35,Enterprise,Retail,1.05
ORD-00103630,2023-10-01,Region 47,190,Electronics,Laptop,2,468.09,982.99,Wholesale,Retail,1.05
ORD-00233750,2023-10-01,Region 10,53,Electronics,Smartphone,11,515.48,5953.79,Wholesale,Online Store,1.05
ORD-00284414,2023-10-01,Region 22,352,Grocery,Milk Powder,19,14.61,291.47,Enterprise,Wholesale,1.05
ORD-00640054,2023-10-01,Region 26,318,Electronics,Headphones,14,478.09,7027.92,Wholesale,Wholesale,1.05
ORD-00464454,2023-10-02,Region 38,584,Apparel,T-Shirt,11,46.15,533.03,Retail,Online Store,1.05
ORD-00632576,2023-10-02,Region 06,463,Electronics,Tablet,2,537.03,1127.76,SMB,Retail,1.05
ORD-00484904,2023-10-02,Region 06,18,Books,Cookbook,2,28.48,59.81,Wholesale,Online Store,1.05
ORD-00328673,2023-10-02,Region 19,241,Beauty,Shampoo,15,46.4,730.8,Retail,Retail,1.05
ORD-00893770,2023-10-03,Region 21,39,Grocery,Milk Powder,12,19.66,247.72,Wholesale,Online Store,1.05
ORD-00823044,2023-10-03,Region 27,372,Beauty,Serum,8,41.48,348.43,Wholesale,Retail,1.05
ORD-00497777,2023-10-03,Region 36,346,Toys,Action Figure,2,35.71,74.99,Enterprise,Online Store,1.05
ORD-00119636,2023-10-03,Region 50,438,Home,Sofa,6,156.13,983.62,Wholesale,Online Store,1.05
ORD-00496025,2023-10-03,Region 22,447,Electronics,Headphones,16,601.99,10113.43,Retail,Online Store,1.05
ORD-00642900,2023-10-04,Region 55,170,Apparel,Jacket,19,46.97,937.05,Wholesale,Online Store,1.05
ORD-00390350,2023-10-04,Region 01,13,Home,Blender,3,118.93,374.63,Enterprise,Retail,1.05
ORD-00728182,2023-10-04,Region 02,360,Grocery,Milk Powder,9,19.4,183.33,Enterprise,Retail,1.05
ORD-00813642,2023-10-04,Region 54,541,Apparel,T-Shirt,16,44.29,744.07,Wholesale,Wholesale,1.05
ORD-00976208,2023-10-04,Region 23,390,Electronics,Smartphone,5,486.04,2551.71,Enterprise,Wholesale,1.05
ORD-00543082,2023-10-04,Region 23,269,Home,Blender,15,173.22,2728.22,SMB,Wholesale,1.05
ORD-00220382,2023-10-04,Region 06,66,Sports,Water Bottle,3,77.05,242.71,Retail,Wholesale,1.05
ORD-00893310,2023-10-05,Region 06,325,Home,Sofa,7,156.59,1150.94,Wholesale,Retail,1.05
ORD-00878007,2023-10-05,Region 42,212,Grocery,Milk Powder,9,21.76,205.63,Wholesale,Wholesale,1.05
ORD-00213673,2023-10-05,Region 12,508,Toys,Building Blocks,7,34.8,255.78,SMB,Wholesale,1.05
ORD-00661790,2023-10-05,Region 22,351,Grocery,Coffee,5,21.51,112.93,Enterprise,Wholesale,1.05
ORD-00429789,2023-10-05,Region 49,56,Toys,Action Figure,19,53.82,1073.71,Retail,Retail,1.05
ORD-00142497,2023-10-05,Region 10,380,Beauty,Shampoo,1,30.35,31.87,Wholesale,Online Store,1.05
ORD-00074396,2023-10-05,Region 11,394,Beauty,Shampoo,11,45.66,527.37,SMB,Retail,1.05
ORD-00973840,2023-10-05,Region 46,354,Grocery,Coffee,12,26.76,337.18,Enterprise,Online Store,1.05
ORD-00647936,2023-10-05,Region 09,534,Home,Curtains,11,166.39,1921.8,Retail,Online Store,1.05
ORD-00543285,2023-10-05,Region 34,275,Grocery,Coffee,4,23.57,98.99,Wholesale,Retail,1.05
ORD-00618037,2023-10-06,Region 23,418,Sports,Water Bottle,14,85.18,1252.15,Wholesale,Online Store,1.05
ORD-00341087,2023-10-06,Region 13,93,Grocery,Rice,1,15.4,16.17,Retail,Retail,1.05
ORD-00351344,2023-10-06,Region 54,259,Electronics,Smartphone,13,356.01,4859.54,Wholesale,Retail,1.05
ORD-00846449,2023-10-07,Region 30,184,Toys,Building Blocks,14,29.53,434.09,Retail,Wholesale,1.05
ORD-00829338,2023-10-07,Region 51,588,Apparel,Sneakers,16,57.62,968.02,SMB,Wholesale,1.05
ORD-00594021,2023-10-07,Region 54,556,Electronics,Headphones,17,699.77,12490.89,SMB,Wholesale,1.05
ORD-00258262,2023-10-07,Region 48,579,Apparel,Jacket,17,73.36,1309.48,Enterprise,Retail,1.05
ORD-00480909,2023-10-07,Region 36,119,Apparel,Jacket,15,47.19,743.24,SMB,Wholesale,1.05
ORD-00594165,2023-10-07,Region 47,370,Grocery,Cooking Oil,5,16.14,84.74,Wholesale,Retail,1.05
ORD-00531891,2023-10-08,Region 21,214,Grocery,Rice,6,14.69,92.55,Wholesale,Wholesale,1.05
ORD-00984966,2023-10-08,Region 17,485,Books,Novel,17,27.71,494.62,Retail,Retail,1.05
ORD-00079916,2023-10-08,Region 35,230,Electronics,Tablet,8,425.79,3576.64,SMB,Online Store,1.05
ORD-00183510,2023-10-08,Region 21,303,Beauty,Moisturizer,17,43.44,775.4,Retail,Wholesale,1.05
ORD-00576523,2023-10-08,Region 06,447,Apparel,Jeans,2,67.55,141.85,Wholesale,Retail,1.05
ORD-00259361,2023-10-09,Region 28,433,Electronics,Headphones,8,674.3,5664.12,Wholesale,Online Store,1.05
ORD-00321523,2023-10-09,Region 03,98,Beauty,Moisturizer,18,42.92,811.19,SMB,Retail,1.05
ORD-00250560,2023-10-09,Region 45,176,Apparel,Jacket,9,82.72,781.7,Retail,Wholesale,1.05
ORD-00122581,2023-10-09,Region 15,252,Grocery,Coffee,15,26.82,422.42,SMB,Retail,1.05
ORD-00465909,2023-10-10,Region 47,431,Grocery,Coffee,6,22.75,143.33,Enterprise,Retail,1.05
ORD-00859907,2023-10-10,Region 41,236,Electronics,Headphones,5,666.31,3498.13,SMB,Online Store,1.05
ORD-00479253,2023-10-10,Region 14,371,Toys,Puzzle,5,49.63,260.56,SMB,Online Store,1.05
ORD-00346148,2023-10-10,Region 23,179,Books,Journal,6,23.52,148.18,SMB,Retail,1.05
ORD-00964372,2023-10-10,Region 46,543,Apparel,T-Shirt,16,73.79,1239.67,SMB,Retail,1.05
ORD-00679377,2023-10-10,Region 42,591,Home,Sofa,11,131.47,1518.48,Enterprise,Retail,1.05
ORD-00358723,2023-10-10,Region 23,173,Home,Lamp,9,190.51,1800.32,Wholesale,Retail,1.05
ORD-00487424,2023-10-10,Region 21,427,Grocery,Cooking Oil,1,15.27,16.03,Wholesale,Wholesale,1.05
ORD-00467783,2023-10-11,Region 53,429,Grocery,Coffee,1,24.78,26.02,SMB,Wholesale,1.05
ORD-00395945,2023-10-11,Region 35,220,Books,Cookbook,1,29.66,31.14,Retail,Retail,1.05
ORD-00269841,2023-10-11,Region 34,422,Apparel,Jacket,19,78.52,1566.47,Enterprise,Wholesale,1.05
ORD-00533027,2023-10-11,Region 32,479,Home,Lamp,10,105.68,1109.64,Enterprise,Retail,1.05
ORD-00422040,2023-10-11,Region 28,132,Electronics,Laptop,14,550.57,8093.38,Retail,Wholesale,1.05
ORD-00184780,2023-10-11,Region 08,102,Electronics,Tablet,18,601.04,11359.66,Enterprise,Online Store,1.05
ORD-00623753,2023-10-11,Region 10,473,Home,Lamp,18,171.12,3234.17,Retail,Retail,1.05
ORD-00725924,2023-10-11,Region 43,377,Apparel,Jacket,12,42.03,529.58,Wholesale,Online Store,1.05
ORD-00304799,2023-10-12,Region 32,188,Beauty,Moisturizer,6,41.06,258.68,Retail,Retail,1.05
ORD-00330566,2023-10-12,Region 37,381,Books,Novel,15,25.57,402.73,Retail,Online Store,1.05
ORD-00577955,2023-10-12,Region 06,245,Grocery,Coffee,12,25.51,321.43,Enterprise,Online Store,1.05
ORD-00876375,2023-10-13,Region 29,138,Home,Lamp,2,206.74,434.15,Wholesale,Wholesale,1.05
ORD-00137262,2023-10-13,Region 47,361,Beauty,Moisturizer,15,26.97,424.78,Retail,Retail,1.05
ORD-00959041,2023-10-13,Region 20,322,Grocery,Cooking Oil,18,19.48,368.17,Wholesale,Wholesale,1.05
ORD-00346914,2023-10-13,Region 55,431,Books,Journal,15,30.98,487.94,Enterprise,Retail,1.05
ORD-00846532,2023-10-13,Region 32,551,Electronics,Laptop,5,446.85,2345.96,SMB,Retail,1.05
ORD-00372177,2023-10-14,Region 23,563,Home,Sofa,7,192.77,1416.86,SMB,Online Store,1.05
ORD-00860002,2023-10-14,Region 54,504,Grocery,Cooking Oil,6,21.78,137.21,Wholesale,Wholesale,1.05
ORD-00121613,2023-10-14,Region 47,249,Books,Textbook,19,27.74,553.41,Wholesale,Retail,1.05
ORD-00656873,2023-10-14,Region 49,195,Apparel,T-Shirt,2,57.93,121.65,Wholesale,Online Store,1.05
ORD-00641417,2023-10-14,Region 23,537,Toys,Board Game,15,40.82,642.92,Retail,Retail,1.05
ORD-00144138,2023-10-14,Region 18,253,Toys,Board Game,10,35.99,377.9,Enterprise,Wholesale,1.05
ORD-00816029,2023-10-15,Region 07,514,Toys,Puzzle,2,37.59,78.94,Retail,Online Store,1.05
ORD-00425062,2023-10-15,Region 04,567,Apparel,Sneakers,1,52.48,55.1,Wholesale,Wholesale,1.05
ORD-00751313,2023-10-15,Region 47,301,Books,Cookbook,19,21.68,432.52,SMB,Wholesale,1.05
ORD-00884338,2023-10-15,Region 48,598,Books,Journal,10,34.1,358.05,Retail,Online Store,1.05
ORD-00765770,2023-10-15,Region 35,423,Books,Journal,10,32.67,343.04,Wholesale,Wholesale,1.05
ORD-00600548,2023-10-16,Region 33,265,Sports,Treadmill,1,79.06,83.01,Wholesale,Online Store,1.05
ORD-00196539,2023-10-16,Region 30,199,Sports,Yoga Mat,17,80.37,1434.6,Wholesale,Wholesale,1.05
ORD-00685990,2023-10-17,Region 22,533,Toys,Building Blocks,5,29.79,156.4,Wholesale,Retail,1.05
ORD-00812038,2023-10-17,Region 48,519,Beauty,Serum,13,25.98,354.63,Wholesale,Online Store,1.05
ORD-00374040,2023-10-17,Region 23,186,Electronics,Headphones,13,390.95,5336.47,Retail,Retail,1.05
ORD-00044792,2023-10-17,Region 23,435,Apparel,Jeans,2,69.95,146.9,Enterprise,Online Store,1.05
ORD-00712238,2023-10-17,Region 37,467,Books,Cookbook,19,32.54,649.17,Wholesale,Online Store,1.05
ORD-00322017,2023-10-17,Region 44,501,Apparel,Jacket,3,72.47,228.28,Wholesale,Wholesale,1.05
ORD-00915212,2023-10-17,Region 26,371,Apparel,T-Shirt,16,70.83,1189.94,Wholesale,Wholesale,1.05
ORD-00403044,2023-10-17,Region 02,498,Apparel,Jeans,2,71.36,149.86,Enterprise,Online Store,1.05
ORD-00401566,2023-10-18,Region 02,555,Beauty,Lipstick,9,37.29,352.39,Enterprise,Online Store,1.05
ORD-00073433,2023-10-18,Region 18,364,Sports,Dumbbells,15,81.42,1282.36,Wholesale,Wholesale,1.05
ORD-00212770,2023-10-18,Region 41,61,Electronics,Laptop,7,666.09,4895.76,Wholesale,Wholesale,1.05
ORD-00811150,2023-10-18,Region 01,60,Sports,Dumbbells,7,91.9,675.47,Retail,Online Store,1.05
ORD-00424825,2023-10-18,Region 54,357,Grocery,Rice,1,20.95,22.0,SMB,Retail,1.05
ORD-00982084,2023-10-18,Region 47,430,Electronics,Laptop,11,654.62,7560.86,Wholesale,Wholesale,1.05
ORD-00373280,2023-10-18,Region 45,225,Books,Cookbook,12,30.03,378.38,Retail,Wholesale,1.05
ORD-00095565,2023-10-19,Region 03,549,Toys,Action Figure,14,36.91,542.58,Wholesale,Online Store,1.05
ORD-00153621,2023-10-19,Region 17,367,Beauty,Lipstick,8,30.67,257.63,SMB,Retail,1.05
ORD-00324043,2023-10-19,Region 36,448,Electronics,Smartphone,12,441.21,5559.25,Wholesale,Retail,1.05
ORD-00892873,2023-10-19,Region 25,200,Electronics,Smartphone,15,491.85,7746.64,Retail,Retail,1.05
ORD-00547458,2023-10-19,Region 47,254,Books,Novel,5,18.15,95.29,Enterprise,Online Store,1.05
ORD-00165479,2023-10-20,Region 54,182,Toys,Building Blocks,20,52.19,1095.99,Enterprise,Wholesale,1.05
ORD-00749393,2023-10-20,Region 08,306,Toys,Puzzle,2,31.01,65.12,Retail,Online Store,1.05
ORD-00255580,2023-10-20,Region 19,235,Sports,Yoga Mat,17,81.04,1446.56,Enterprise,Online Store,1.05
ORD-00637076,2023-10-21,Region 33,566,Home,Curtains,1,172.31,180.93,Wholesale,Wholesale,1.05
ORD-00806084,2023-10-21,Region 33,252,Electronics,Smartphone,13,546.92,7465.46,Enterprise,Online Store,1.05
ORD-00354206,2023-10-21,Region 38,260,Electronics,Headphones,17,529.17,9445.68,Enterprise,Wholesale,1.05
ORD-00433973,2023-10-21,Region 17,323,Toys,Action Figure,16,31.59,530.71,Enterprise,Wholesale,1.05
ORD-00246489,2023-10-21,Region 54,284,Grocery,Cooking Oil,10,21.48,225.54,SMB,Online Store,1.05
ORD-00776976,2023-10-21,Region 49,382,Toys,Action Figure,7,36.11,265.41,Enterprise,Retail,1.05
ORD-00728404,2023-10-21,Region 41,83,Apparel,Jacket,1,46.84,49.18,Enterprise,Online Store,1.05
ORD-00207533,2023-10-22,Region 24,474,Apparel,Sneakers,4,67.01,281.44,SMB,Online Store,1.05
ORD-00020775,2023-10-22,Region 25,515,Grocery,Cooking Oil,7,14.19,104.3,Wholesale,Online Store,1.05
ORD-00375061,2023-10-22,Region 05,227,Beauty,Lipstick,10,38.98,409.29,SMB,Wholesale,1.05
ORD-00603053,2023-10-22,Region 29,99,Books,Cookbook,18,34.62,654.32,Retail,Online Store,1.05
ORD-00099505,2023-10-22,Region 32,239,Home,Sofa,2,164.94,346.37,Enterprise,Retail,1.05
ORD-00977968,2023-10-22,Region 04,353,Apparel,Jacket,4,63.17,265.31,SMB,Wholesale,1.05
ORD-00897967,2023-10-22,Region 02,208,Apparel,Jacket,10,42.46,445.83,SMB,Wholesale,1.05
ORD-00398328,2023-10-22,Region 49,418,Sports,Treadmill,12,111.56,1405.66,Retail,Retail,1.05
ORD-00031413,2023-10-23,Region 15,348,Grocery,Coffee,4,19.75,82.95,Retail,Online Store,1.05
ORD-00014062,2023-10-23,Region 51,463,Grocery,Coffee,3,23.99,75.57,Retail,Online Store,1.05
ORD-00257015,2023-10-23,Region 50,481,Books,Textbook,18,18.4,347.76,SMB,Wholesale,1.05
ORD-00654506,2023-10-23,Region 11,159,Toys,Puzzle,18,33.47,632.58,Enterprise,Online Store,1.05
ORD-00066611,2023-10-24,Region 46,531,Home,Lamp,12,208.09,2621.93,Enterprise,Retail,1.05
ORD-00321801,2023-10-24,Region 34,182,Apparel,Jacket,4,61.93,260.11,Wholesale,Wholesale,1.05
ORD-00769683,2023-10-24,Region 40,314,Sports,Treadmill,4,57.04,239.57,SMB,Wholesale,1.05
ORD-00660629,2023-10-24,Region 13,65,Apparel,Jeans,4,52.34,219.83,Wholesale,Wholesale,1.05
ORD-00779454,2023-10-25,Region 50,372,Electronics,Laptop,17,696.43,12431.28,Retail,Online Store,1.05
ORD-00585731,2023-10-25,Region 26,573,Apparel,Jeans,5,76.31,400.63,Enterprise,Online Store,1.05
ORD-00672454,2023-10-25,Region 05,202,Sports,Dumbbells,2,89.24,187.4,Enterprise,Online Store,1.05
ORD-00025768,2023-10-25,Region 01,573,Home,Lamp,15,137.4,2164.05,Wholesale,Retail,1.05
ORD-00870289,2023-10-26,Region 23,98,Sports,Water Bottle,6,80.68,508.28,Retail,Retail,1.05
ORD-00373625,2023-10-26,Region 33,290,Sports,Water Bottle,11,61.02,704.78,Wholesale,Retail,1.05
ORD-00742738,2023-10-26,Region 04,390,Sports,Yoga Mat,4,85.47,358.97,SMB,Retail,1.05
ORD-00035227,2023-10-26,Region 09,599,Beauty,Moisturizer,10,33.15,348.08,Retail,Online Store,1.05
ORD-00092081,2023-10-26,Region 34,437,Sports,Water Bottle,19,91.32,1821.83,Wholesale,Wholesale,1.05
ORD-00542058,2023-10-26,Region 48,562,Beauty,Moisturizer,11,32.3,373.06,SMB,Retail,1.05
ORD-00067808,2023-10-27,Region 51,20,Electronics,Smartphone,17,447.18,7982.16,Retail,Online Store,1.05
ORD-00861634,2023-10-27,Region 43,435,Apparel,Sneakers,16,46.49,781.03,Wholesale,Wholesale,1.05
ORD-00113330,2023-10-27,Region 05,519,Electronics,Smartphone,4,577.36,2424.91,SMB,Wholesale,1.05
ORD-00235853,2023-10-27,Region 32,346,Toys,Building Blocks,15,37.69,593.62,Enterprise,Online Store,1.05
ORD-00857704,2023-10-28,Region 17,374,Grocery,Coffee,4,18.95,79.59,SMB,Wholesale,1.05
ORD-00809976,2023-10-28,Region 50,184,Sports,Treadmill,4,67.81,284.8,SMB,Retail,1.05
ORD-00307798,2023-10-28,Region 22,593,Books,Novel,7,23.25,170.89,Retail,Retail,1.05
ORD-00344474,2023-10-29,Region 54,164,Toys,Action Figure,13,34.1,465.46,SMB,Wholesale,1.05
ORD-00656084,2023-10-29,Region 35,259,Apparel,Sneakers,5,69.3,363.82,Retail,Wholesale,1.05
ORD-00270291,2023-10-29,Region 03,441,Toys,Action Figure,13,29.88,407.86,Retail,Online Store,1.05
ORD-00854390,2023-10-30,Region 28,553,Electronics,Tablet,6,375.52,2365.78,Wholesale,Retail,1.05
ORD-00929224,2023-10-30,Region 47,289,Beauty,Lipstick,7,47.15,346.55,Retail,Wholesale,1.05
ORD-00762014,2023-10-30,Region 02,440,Electronics,Smartphone,1,458.32,481.24,Enterprise,Retail,1.05
ORD-00672869,2023-10-30,Region 27,138,Toys,Puzzle,6,45.11,284.19,Enterprise,Retail,1.05
ORD-00217160,2023-10-31,Region 34,351,Electronics,Laptop,6,560.9,3533.67,Enterprise,Wholesale,1.05
ORD-00844519,2023-10-31,Region 54,89,Grocery,Milk Powder,16,18.4,309.12,SMB,Retail,1.05
ORD-00620175,2023-10-31,Region 04,527,Electronics,Headphones,16,401.0,6736.8,Enterprise,Wholesale,1.05
ORD-00311113,2023-10-31,Region 06,564,Electronics,Tablet,20,584.27,12269.67,Retail,Wholesale,1.05
ORD-00315270,2023-10-31,Region 09,87,Beauty,Lipstick,9,28.32,267.62,Enterprise,Retail,1.05
ORD-00757395,2023-10-31,Region 32,236,Grocery,Rice,20,27.46,576.66,SMB,Online Store,1.05
ORD-00809181,2023-11-01,Region 46,521,Electronics,Tablet,8,535.86,4724.14,Enterprise,Wholesale,1.102
ORD-00088523,2023-11-01,Region 51,101,Grocery,Rice,19,22.06,461.89,SMB,Online Store,1.102
ORD-00231627,2023-11-01,Region 07,563,Electronics,Tablet,18,360.81,7157.03,Retail,Wholesale,1.102
ORD-00476755,2023-11-02,Region 48,265,Books,Cookbook,7,20.55,158.52,Wholesale,Retail,1.102
ORD-00051908,2023-11-02,Region 34,86,Sports,Treadmill,10,86.82,956.76,Enterprise,Retail,1.102
ORD-00704428,2023-11-02,Region 15,254,Sports,Water Bottle,9,96.36,955.7,Wholesale,Online Store,1.102
ORD-00609461,2023-11-02,Region 36,126,Sports,Dumbbells,8,110.43,973.55,Wholesale,Wholesale,1.102
ORD-00738966,2023-11-02,Region 42,560,Apparel,T-Shirt,17,45.13,845.47,Enterprise,Online Store,1.102
ORD-00795171,2023-11-03,Region 11,558,Books,Novel,11,27.61,334.69,Wholesale,Wholesale,1.102
ORD-00964938,2023-11-03,Region 17,578,Apparel,T-Shirt,17,76.09,1425.47,Retail,Wholesale,1.102
ORD-00226600,2023-11-03,Region 08,24,Books,Textbook,1,34.46,37.97,SMB,Wholesale,1.102
ORD-00992194,2023-11-03,Region 14,539,Toys,Puzzle,10,46.39,511.22,Enterprise,Online Store,1.102
ORD-00426623,2023-11-03,Region 46,89,Electronics,Tablet,19,398.87,8351.54,Retail,Retail,1.102
ORD-00591397,2023-11-04,Region 05,533,Grocery,Rice,19,18.85,394.68,Enterprise,Online Store,1.102
ORD-00718164,2023-11-04,Region 39,390,Toys,Board Game,6,37.27,246.43,Wholesale,Retail,1.102
ORD-00044478,2023-11-04,Region 40,2,Grocery,Rice,2,23.53,51.86,Enterprise,Wholesale,1.102
ORD-00476932,2023-11-05,Region 14,162,Books,Textbook,1,33.37,36.77,Retail,Online Store,1.102
ORD-00095699,2023-11-05,Region 15,518,Electronics,Headphones,3,603.04,1993.65,Enterprise,Retail,1.102
ORD-00500254,2023-11-05,Region 24,320,Toys,Board Game,14,52.86,815.52,SMB,Wholesale,1.102
ORD-00654510,2023-11-06,Region 22,563,Beauty,Serum,11,27.13,328.87,Enterprise,Wholesale,1.102
ORD-00047977,2023-11-06,Region 21,60,Beauty,Shampoo,6,35.98,237.9,Wholesale,Online Store,1.102
ORD-00051662,2023-11-06,Region 44,122,Grocery,Rice,10,23.21,255.77,SMB,Retail,1.102
ORD-00384368,2023-11-06,Region 32,185,Electronics,Smartphone,8,371.09,3271.53,Retail,Online Store,1.102
ORD-00578924,2023-11-06,Region 21,117,Beauty,Lipstick,12,36.76,486.11,Wholesale,Wholesale,1.102
ORD-00521598,2023-11-07,Region 42,264,Electronics,Tablet,10,492.07,5422.61,Retail,Wholesale,1.102
ORD-00698303,2023-11-07,Region 14,83,Apparel,Jeans,13,73.33,1050.53,Enterprise,Online Store,1.102
ORD-00213409,2023-11-07,Region 32,219,Toys,Puzzle,19,37.61,787.48,Retail,Wholesale,1.102
ORD-00354229,2023-11-07,Region 49,309,Sports,Yoga Mat,20,88.05,1940.62,SMB,Retail,1.102
ORD-00128053,2023-11-07,Region 20,478,Sports,Treadmill,8,73.13,644.71,Retail,Wholesale,1.102
ORD-00968087,2023-11-07,Region 14,324,Beauty,Serum,1,44.89,49.47,Enterprise,Online Store,1.102
ORD-00075181,2023-11-07,Region 39,177,Books,Cookbook,5,19.06,105.02,Wholesale,Retail,1.102
